,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,ZIP_CODES,LOG_PRICE,LOG_SQFT,PRICE_CAT,GEO_POINTS,BOROUGH,COMMUNITY_DISTRICT,NEIGHBORHOOD
2236,Brokered by E House Realty & Mgt. Inc.,House,749000,3,2.0,1600.0,476 Robinson Ave,"Staten Island, NY 10312","476 Robinson AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Robinson Avenue,"476 Robinson Ave, Staten Island, NY 10312, USA",40.544867,-74.159159,10312,5.874481817699467,3.2041199826559246,3,POINT (-74.159159 40.544867),Staten Island,503,South Shore
2237,Brokered by Corcoran Brooklyn Heights,Condo,2999999,4,4.0,3100.0,1280 Fifth Ave # 8BC,"New York, NY 10029","1280 Fifth Ave # 8BCNew York, NY 10029",New York,New York County,New York,Manhattan,1280,"1280 5th Ave #8b, New York, NY 10029, USA",40.7961886,-73.949116,10029,6.477121109954811,3.4913616938342726,4,POINT (-73.949116 40.7961886),Manhattan,111,East Harlem
2240,Brokered by COMPASS,Townhouse,3995000,4,4.0,3412.0,98 Degraw St,"Brooklyn, NY 11231","98 Degraw StBrooklyn, NY 11231",United States,New York,Kings County,Brooklyn,Degraw Street,"98 Degraw St, Brooklyn, NY 11231, USA",40.6857092,-74.003264,11231,6.60151678365001,3.5330090224954853,4,POINT (-74.003264 40.6857092),Brooklyn,306,Northwest Brooklyn
2241,Brokered by Remax Edge - RE/MAX EDGE,House,2235000,3,4.0,2750.0,194 Falmouth St,"Brooklyn, NY 11235","194 Falmouth StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Falmouth Street,"194 Falmouth St, Brooklyn, NY 11235, USA",40.577846,-73.946577,11235,6.349277527467955,3.439332693830263,4,POINT (-73.946577 40.577846),Brooklyn,315,Southern Brooklyn
2242,Brokered by BESMATCH REAL ESTATE,House,620000,3,2.0,1400.0,1724 Hutchinson River Pkwy,"Bronx, NY 10461","1724 Hutchinson River PkwyBronx, NY 10461",United States,New York,Bronx County,The Bronx,Hutchinson River Parkway,"1724 Hutchinson Riv Pkwy, Bronx, NY 10461, USA",40.8464353,-73.8358298,10461,5.7923916894982534,3.146128035678238,3,POINT (-73.8358298 40.8464353),Bronx,210,Southeast Bronx
2244,Brokered by Serhant,Condo,1999999,3,2.0,1865.0,61 N Henry St Unit Garden,"Brooklyn, NY 11222","61 N Henry St Unit GardenBrooklyn, NY 11222",United States,New York,Kings County,Brooklyn,North Henry Street,"61 N Henry St, Brooklyn, NY 11222, USA",40.7213959,-73.9430921,11222,6.3010297785166856,3.2706788361447066,4,POINT (-73.9430921 40.7213959),Brooklyn,301,Greenpoint
2245,Brokered by Prime Realty,Condo,1150000,2,2.0,1850.0,12-29 Estates Ln Unit 223L,"Bayside, NY 11360","12-29 Estates Ln Unit 223LBayside, NY 11360",New York,Queens County,Queens,Bayside,29-Dec,"12-29 Estates Ln #223, Bayside, NY 11360, USA",40.7878758,-73.786717,11360,6.060697840353612,3.2671717284030137,4,POINT (-73.786717 40.7878758),Queens,407,North Queens
2246,Brokered by Morris Park Realty Group,Co-op,339000,2,1.0,822.0,59A Edgewater Park Unit A,"Bronx, NY 10465","59A Edgewater Park Unit ABronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"59 Edgewater Park, Bronx, NY 10465, USA",40.8224967,-73.8110903,10465,5.5301996982030825,2.9148718175400505,3,POINT (-73.8110903 40.8224967),Bronx,210,Southeast Bronx
2248,Brokered by Realty Executives Today,House,938000,3,2.0,1836.0,19-26 81st St,"East Elmhurst, NY 11370","19-26 81st StEast Elmhurst, NY 11370",United States,New York,Queens County,Queens,81st Street,"19-26 81st St, Flushing, NY 11370, USA",40.772306,-73.8896045,11370,5.972202838379064,3.2638726768652235,3,POINT (-73.8896045 40.772306),Queens,401,West Queens
2249,Brokered by 5 Boro Realty Corp,House,919000,6,3.0,5400.0,2911 Avenue D,"Brooklyn, NY 11226","2911 Avenue DBrooklyn, NY 11226",United States,New York,Kings County,Brooklyn,Avenue D,"2911 Avenue D, Brooklyn, NY 11226, USA",40.6410944,-73.9490931,11226,5.963315511386111,3.7323937598229686,3,POINT (-73.9490931 40.6410944),Brooklyn,317,Flatbush
2250,Brokered by Ernest Chi Real Estate LLC,Co-op,425000,3,2.0,1150.0,4705 Henry Hudson Pkwy W Apt 7J,"Bronx, NY 10471","4705 Henry Hudson Pkwy W Apt 7JBronx, NY 10471",New York,Bronx County,The Bronx,Hudson Hill,4705,"4705 Henry Hudson Pkwy W #7j, Bronx, NY 10471, USA",40.8952914,-73.9089308,10471,5.628388930050312,3.060697840353612,3,POINT (-73.90893079999999 40.8952914),Bronx,208,Kingsbridge and Riverdale
2251,Brokered by COMPASS,Townhouse,19995000,6,2.0,8300.0,109 Waverly Pl,"Manhattan, NY 10011","109 Waverly PlManhattan, NY 10011",United States,New York,New York County,New York,Waverly Place,"109 Waverly Pl, New York, NY 10011, USA",40.7326368,-73.998918,10011,7.300921408469541,3.9190780923760737,5,POINT (-73.998918 40.7326368),Manhattan,102,Chelsea and Clinton
2253,Brokered by Douglas Elliman - 936 Broadway,Co-op,799000,2,2.0,1000.0,325 E 41st St Apt 509,"New York, NY 10017","325 E 41st St Apt 509New York, NY 10017",New York,New York County,New York,Manhattan,325,"325 E 41st St Apt 509, New York, NY 10017, USA",40.7490288,-73.9719957,10017,5.902546779313991,3.0,3,POINT (-73.97199569999999 40.7490288),Manhattan,106,Gramercy Park and Murray Hill
2254,Brokered by Corcoran Park Avenue South,Co-op,475000,1,1.0,750.0,100 Remsen St Apt 8K,"Brooklyn, NY 11201","100 Remsen St Apt 8KBrooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,100,"100 Remsen St #8c, Brooklyn, NY 11201, USA",40.6939582,-73.9943695,11201,5.676693609624866,2.8750612633917,3,POINT (-73.9943695 40.6939582),Brooklyn,302,Northwest Brooklyn
2255,Brokered by Keller Williams NYC,Townhouse,3800000,6,4.0,3340.0,464 5th St,"Brooklyn, NY 11215","464 5th StBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,5th Street,"464 5th St, Brooklyn, NY 11215, USA",40.6694134,-73.9802538,11215,6.57978359661681,3.5237464668115646,4,POINT (-73.9802538 40.6694134),Brooklyn,306,Northwest Brooklyn
2256,Brokered by KORR REALTY,Co-op,325000,3,1.0,1200.0,3021 Avenue Z Apt 2H,"Brooklyn, NY 11235","3021 Avenue Z Apt 2HBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,3021,"3021 Avenue Z #2h, Brooklyn, NY 11235, USA",40.590397,-73.935927,11235,5.511883360978874,3.0791812460476247,3,POINT (-73.93592700000001 40.590397),Brooklyn,315,Southern Brooklyn
2257,Brokered by COMPASS,Condo,1200000,2,2.0,1200.0,50 Pine St Apt 8S,"Manhattan, NY 10005","50 Pine St Apt 8SManhattan, NY 10005",New York,New York County,New York,Manhattan,50,"50 Pine St APT 8N, New York, NY 10005, USA",40.7069134,-74.0085778,10005,6.079181246047625,3.0791812460476247,4,POINT (-74.0085778 40.7069134),Manhattan,101,Lower Manhattan
2258,Brokered by Corcoran SoHo,House,6975000,2,2.0,3050.0,200 Mercer St Apt 5E,"New York, NY 10012","200 Mercer St Apt 5ENew York, NY 10012",New York,New York County,New York,Manhattan,200,"200 Mercer St #5e, New York, NY 10012, USA",40.7265669,-73.9967609,10012,6.843544211945635,3.484299839346786,4,POINT (-73.9967609 40.7265669),Manhattan,102,Greenwich Village and Soho
2260,Brokered by Corcoran Park Slope,House,2400000,4,4.0,3424.0,867 Sterling Pl,"Brooklyn, NY 11216","867 Sterling PlBrooklyn, NY 11216",United States,New York,Kings County,Brooklyn,Sterling Place,"867 Sterling Pl, Brooklyn, NY 11216, USA",40.6727282,-73.9497962,11216,6.380211241711606,3.5345337560051155,4,POINT (-73.94979619999999 40.6727282),Brooklyn,308,Central Brooklyn
2261,Brokered by Douglas Elliman  -111 Fifth Ave,Co-op,3500000,4,4.0,2700.0,325 W 52nd St Ph G,"New York, NY 10019","325 W 52nd St Ph GNew York, NY 10019",United States,New York,New York County,New York,West 52nd Street,"325 W 52nd St, New York, NY 10019, USA",40.7641121,-73.9862772,10019,6.544068044350276,3.4313637641589874,4,POINT (-73.9862772 40.7641121),Manhattan,104,Chelsea and Clinton
2263,Brokered by Douglas Elliman - 575 Madison Ave,House,2975000,4,4.0,2968.0,333 E 91st St Unit 12CD,"New York, NY 10128","333 E 91st St Unit 12CDNew York, NY 10128",New York,New York County,New York,Manhattan,333,"333 E 91st St #12c, New York, NY 10128, USA",40.7803429,-73.947266,10128,6.4734869700645685,3.4724638966069894,4,POINT (-73.947266 40.7803429),Manhattan,108,Upper East Side
2265,Brokered by Coldwell Banker Reliable,House,4000000,32,12.0,7188.0,150 E 105th St,"New York, NY 10029","150 E 105th StNew York, NY 10029",United States,New York,New York County,New York,East 105th Street,"150 E 105th St, New York, NY 10029, USA",40.7912881,-73.9465215,10029,6.6020599913279625,3.856608068436936,4,POINT (-73.9465215 40.7912881),Manhattan,111,East Harlem
2266,Brokered by Winzone Realty Inc,Condo,1250000,2,2.0,1257.0,131-01 40th Rd Unit 8G,"Flushing, NY 11354","131-01 40th Rd Unit 8GFlushing, NY 11354",New York,Queens County,Queens,Flushing,131-01,"131-01 40th Rd #8c, Flushing, NY 11354, USA",40.7561213,-73.8368085,11354,6.096910013008056,3.0993352776859577,4,POINT (-73.8368085 40.7561213),Queens,407,North Queens
2267,Brokered by Keller Williams Realty Greater Nassau,Co-op,220000,1,1.0,750.0,245-54 62nd Ave Unit Lower,"Little Neck, NY 11362","245-54 62nd Ave Unit LowerLittle Neck, NY 11362",United States,New York,Queens County,Queens,62nd Avenue,"245-54 62nd Ave, Douglaston, NY 11362, USA",40.7554479,-73.7319604,11362,5.342422680822207,2.8750612633917,3,POINT (-73.73196040000001 40.7554479),Queens,411,Northeast Queens
2268,Brokered by RE MAX Elite,Multi-family home,1179987,5,4.0,4143.0,7069 Amboy Rd,"Staten Island, NY 10307","7069 Amboy RdStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,Amboy Road,"7069 Amboy Rd, Staten Island, NY 10307, USA",40.515005,-74.235135,10307,6.071877222679545,3.6173149332982937,4,POINT (-74.235135 40.515005),Staten Island,503,South Shore
2269,"Brokered by Charles Rutenberg Realty, Inc.",Multi-family home,949000,7,6.0,3733.0,1040 Clay Ave,"Bronx, NY 10456","1040 Clay AveBronx, NY 10456",United States,New York,Bronx County,The Bronx,Clay Avenue,"1040 Clay Ave, Bronx, NY 10456, USA",40.8282987,-73.91272,10456,5.977266212427293,3.5720579899263045,3,POINT (-73.91271999999999 40.8282987),Bronx,204,High Bridge and Morrisania
2271,Brokered by All Coast Real Estate LLC,Others,699000,3,2.0,1312.0,74 Greencroft Ave,"Staten Island, NY 10308","74 Greencroft AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Greencroft Avenue,"74 Greencroft Ave, Staten Island, NY 10308, USA",40.5513508,-74.1356934,10308,5.8444771757456815,3.1179338350396413,3,POINT (-74.13569339999999 40.5513508),Staten Island,503,South Shore
2272,Brokered by The Agency,Co-op,4000000,3,2.0,2300.0,52 Riverside Dr Apt 16A,"New York, NY 10024","52 Riverside Dr Apt 16ANew York, NY 10024",New York,New York County,New York,Manhattan,52,"52 Riverside Dr #16a, New York, NY 10024, USA",40.7840425,-73.9833243,10024,6.6020599913279625,3.361727836017593,4,POINT (-73.98332430000001 40.7840425),Manhattan,107,Upper West Side
2273,Brokered by Katz Realty,House,649000,3,3.0,1456.0,58 Roanoke St,"Staten Island, NY 10314","58 Roanoke StStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Roanoke Street,"58 Roanoke St, Staten Island, NY 10314, USA",40.5972983,-74.1347274,10314,5.812244696800369,3.1631613749770184,3,POINT (-74.1347274 40.5972983),Staten Island,502,Mid-Island
2274,Brokered by Corcoran Brooklyn Heights,Condo,1175000,1,2.0,1070.0,40 W 55th St Apt 4D,"New York, NY 10019","40 W 55th St Apt 4DNew York, NY 10019",New York,New York County,New York,Manhattan,40,"40 W 55th St #4d, New York, NY 10019, USA",40.7622732,-73.9767193,10019,6.0700378666077555,3.0293837776852097,4,POINT (-73.9767193 40.7622732),Manhattan,105,Chelsea and Clinton
2275,Brokered by RE MAX Real Estate Professionals,House,995000,2,2.0,800.0,1809 W 3rd St,"Brooklyn, NY 11223","1809 W 3rd StBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,West 3rd Street,"1809 W 3rd St, Brooklyn, NY 11223, USA",40.603454,-73.9756682,11223,5.997823080745725,2.9030899869919438,3,POINT (-73.9756682 40.603454),Brooklyn,311,Southern Brooklyn
2276,Brokered by Corcoran Williamsburg Driggs,Condo,1595000,3,2.0,1375.0,149 Dupont St Apt 3,"Brooklyn, NY 11222","149 Dupont St Apt 3Brooklyn, NY 11222",New York,Kings County,Brooklyn,Greenpoint,149,"149 Dupont St #3, Brooklyn, NY 11222, USA",40.7361991,-73.9538716,11222,6.2027606873932,3.1383026981662816,4,POINT (-73.9538716 40.7361991),Brooklyn,301,Greenpoint
2278,Brokered by Katz Realty,House,649000,3,3.0,1456.0,58 Roanoke St,"Staten Island, NY 10314","58 Roanoke StStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Roanoke Street,"58 Roanoke St, Staten Island, NY 10314, USA",40.5972983,-74.1347274,10314,5.812244696800369,3.1631613749770184,3,POINT (-74.1347274 40.5972983),Staten Island,502,Mid-Island
2279,Brokered by RE MAX Real Estate Professionals,House,995000,2,2.0,800.0,1809 W 3rd St,"Brooklyn, NY 11223","1809 W 3rd StBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,West 3rd Street,"1809 W 3rd St, Brooklyn, NY 11223, USA",40.603454,-73.9756682,11223,5.997823080745725,2.9030899869919438,3,POINT (-73.9756682 40.603454),Brooklyn,311,Southern Brooklyn
2280,Brokered by Holly's Staten Island Buzz Realty Inc.,Condo,1338000,3,2.0,2082.0,90 Bay Street Lndg Apt 8G,"Staten Island, NY 10301","90 Bay Street Lndg Apt 8GStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,90,"90 Bay Street Landing #8g, Staten Island, NY 10301, USA",40.6403656,-74.0737574,10301,6.1264561134318045,3.3184807251745174,4,POINT (-74.07375740000001 40.6403656),Staten Island,501,Stapleton and St. George
2281,"Brokered by Weichert, Realtors - Larchmont",House,499000,2,2.0,1146.0,4302 Boyd Ave,"Bronx, NY 10466","4302 Boyd AveBronx, NY 10466",United States,New York,Bronx County,The Bronx,Boyd Avenue,"4302 Boyd Ave, Bronx, NY 10466, USA",40.8955154,-73.8510754,10466,5.69810054562339,3.059184617631371,3,POINT (-73.8510754 40.8955154),Bronx,212,Northeast Bronx
2284,Brokered by RE MAX Edge,Co-op,349000,2,1.0,800.0,3235 Emmons Ave Apt 625,"Brooklyn, NY 11235","3235 Emmons Ave Apt 625Brooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,3235,"3235 Emmons Ave Apt 625, Brooklyn, NY 11235, USA",40.5844399,-73.9316116,11235,5.54282542695918,2.9030899869919438,3,POINT (-73.9316116 40.5844399),Brooklyn,315,Southern Brooklyn
2285,Brokered by Douglas Elliman - 575 Madison Ave,House,14750000,6,6.0,8790.0,7 E 69th St,"New York, NY 10021","7 E 69th StNew York, NY 10021",United States,New York,New York County,New York,East 69th Street,"7 E 69th St, New York, NY 10021, USA",40.7703119,-73.967354,10021,7.168792020314182,3.9439888750737717,5,POINT (-73.967354 40.7703119),Manhattan,108,Upper East Side
2286,Brokered by Re/Max Edge,House,160000,2,1.0,900.0,2701 Goethals Rd N Apt D4,"Staten Island, NY 10303","2701 Goethals Rd N Apt D4Staten Island, NY 10303",United States,New York,Richmond County,Staten Island,2701,"2701 Goethals Rd N d4, Staten Island, NY 10303, USA",40.6281757,-74.1797234,10303,5.204119982655925,2.9542425094393248,3,POINT (-74.1797234 40.6281757),Staten Island,501,Port Richmond
2287,"Brokered by Nest Seekers International, Midtown",Condo,12500000,4,4.0,3550.0,100 Vandam St Apt 6A,"New York, NY 10013","100 Vandam St Apt 6ANew York, NY 10013",New York,New York County,New York,Manhattan,100,"100 Vandam St #6a, New York, NY 10013, USA",40.7266327,-74.0088321,10013,7.096910013008056,3.550228353055094,5,POINT (-74.00883210000001 40.7266327),Manhattan,102,Greenwich Village and Soho
2288,Brokered by Ilite Realty Inc,Condo,370000,3,1.0,462.0,1657 E 19th St Apt 8B,"Brooklyn, NY 11229","1657 E 19th St Apt 8BBrooklyn, NY 11229",New York,Kings County,Brooklyn,Homecrest,1657,"1657 E 19th St #8b, Brooklyn, NY 11229, USA",40.6096365,-73.9544149,11229,5.568201724066995,2.6646419755561257,3,POINT (-73.9544149 40.6096365),Brooklyn,315,Southern Brooklyn
2289,Brokered by COMPASS,Co-op,600000,1,1.0,715.0,545 W 111th St Apt 2H,"Manhattan, NY 10025","545 W 111th St Apt 2HManhattan, NY 10025",New York,New York County,New York,Manhattan,545,"545 W 111th St #2b, New York, NY 10025, USA",40.8043692,-73.964408,10025,5.778151250383644,2.8543060418010806,3,POINT (-73.96440800000001 40.8043692),Manhattan,109,Upper West Side
2290,Brokered by Corcoran Park Avenue South,Condo,1950000,2,2.0,1000.0,200 E 89th St Apt 42B,"New York, NY 10128","200 E 89th St Apt 42BNew York, NY 10128",New York,New York County,New York,Manhattan,200,"200 E 89th St APT 42B, New York, NY 10128, USA",40.7805098,-73.9523992,10128,6.290034611362518,3.0,4,POINT (-73.9523992 40.7805098),Manhattan,108,Upper East Side
2291,Brokered by Douglas Elliman - 575 Madison Ave,Co-op,2000000,3,2.0,1800.0,239 E 79th St Apt 8F,"New York, NY 10075","239 E 79th St Apt 8FNew York, NY 10075",New York,New York County,New York,Manhattan,239,"239 E 79th St #8f, New York, NY 10075, USA",40.7737882,-73.9551436,10075,6.301029995663981,3.255272505103306,4,POINT (-73.9551436 40.7737882),Manhattan,108,Upper East Side
2293,Brokered by RE MAX Real Estate Professionals,House,1149000,4,3.0,1800.0,284 Sullivan Pl,"Brooklyn, NY 11225","284 Sullivan PlBrooklyn, NY 11225",United States,New York,Kings County,Brooklyn,Sullivan Place,"284 Sullivan Pl, Brooklyn, NY 11225, USA",40.6644629,-73.951745,11225,6.0603200286882855,3.255272505103306,4,POINT (-73.951745 40.6644629),Brooklyn,309,Flatbush
2294,Brokered by BESMATCH REAL ESTATE,Co-op,329999,2,1.0,950.0,880 Boynton Ave Apt 18F,"Bronx, NY 10473","880 Boynton Ave Apt 18FBronx, NY 10473",New York,Bronx County,The Bronx,East Bronx,880,"880 Boynton Ave #18f, Bronx, NY 10473, USA",40.8214206,-73.8759785,10473,5.518512623832009,2.9777236052888476,3,POINT (-73.8759785 40.8214206),Bronx,209,Southeast Bronx
2295,Brokered by Brown Harris Stevens Forest Hills LLC,Co-op,390000,2,1.0,1100.0,112-50 78th Ave Unit 2J,"Queens, NY 11375","112-50 78th Ave Unit 2JQueens, NY 11375",United States,New York,Queens County,Queens,78th Avenue,"112-50 78th Ave, Forest Hills, NY 11375, USA",40.7155654,-73.8311146,11375,5.5910646070264995,3.041392685158225,3,POINT (-73.83111460000001 40.7155654),Queens,406,West Central Queens
2297,Brokered by Bo's Prime Realty,Co-op,239000,1,1.0,700.0,150 W End Ave Apt 1J,"Brooklyn, NY 11235","150 W End Ave Apt 1JBrooklyn, NY 11235",New York,Kings County,Brooklyn,Manhattan Beach,150,"150 West End Ave #1j, Brooklyn, NY 11235, USA",40.5782536,-73.9534785,11235,5.378397900948138,2.845098040014257,3,POINT (-73.9534785 40.5782536),Brooklyn,315,Southern Brooklyn
2299,Brokered by COMPASS,Condo,18500000,4,4.0,4856.0,73 Wooster St # A,"Manhattan, NY 10012","73 Wooster St # AManhattan, NY 10012",United States,New York,New York County,New York,Wooster Street,"73 Wooster St, New York, NY 10012, USA",40.7238868,-74.0021541,10012,7.267171728403014,3.686278678067201,5,POINT (-74.0021541 40.7238868),Manhattan,102,Greenwich Village and Soho
2301,Brokered by COMPASS,Condo,8900000,5,5.0,4297.0,200 W End Ave,"Manhattan, NY 10023","200 W End AveManhattan, NY 10023",United States,New York,New York County,New York,West End Avenue,"200 West End Ave, New York, NY 10023, USA",40.7779612,-73.9854593,10023,6.949390006644912,3.633165353683903,4,POINT (-73.9854593 40.7779612),Manhattan,107,Upper West Side
2304,Brokered by COMPASS,Co-op,839000,3,2.0,1120.0,447 Fort Washington Ave Apt 44,"Manhattan, NY 10033","447 Fort Washington Ave Apt 44Manhattan, NY 10033",New York,New York County,New York,Manhattan,447,"447 Fort Washington Ave Apt 44, New York, NY 10033, USA",40.8501059,-73.9387857,10033,5.9237619608287,3.0492180226701815,3,POINT (-73.9387857 40.8501059),Manhattan,112,Inwood and Washington Heights
2306,"Brokered by Erealty Advisors, Inc",Condo,1439000,4,2.0,1625.0,800 Bedford Ave Unit 4,"Brooklyn, NY 11205","800 Bedford Ave Unit 4Brooklyn, NY 11205",New York,Kings County,Brooklyn,Bedford-Stuyvesant,800,"800 Bedford Ave APT 4A, Brooklyn, NY 11205, USA",40.6972584,-73.9569997,11205,6.158060793936605,3.210853365314893,4,POINT (-73.9569997 40.6972584),Brooklyn,303,Northwest Brooklyn
